LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion,feedback
1257,37,Male,Islamabad,Organic,30,6,Cold,8,Desktop,Twitter,2,0,0.4,20,2,133,No Payment,0,"It’s passable, but I wouldn’t recommend it."
1683,52,Male,Multan,Organic,50,14,Hot,8,Desktop,ReferralSite,1,1,0.5,13,2,166,No Payment,0,"It’s decent, but not for me."
19636,43,Male,Faisalabad,Organic,8,11,Warm,9,Mobile,Facebook,1,1,0.8,23,4,143,Good,0,"It’s useful, but not for my current situation."
13941,52,Male,Sialkot,Social Media,47,10,Cold,4,Tablet,Facebook,0,2,0.1,5,3,187,No Payment,0,"I like it, but the price is too high."
25688,32,Female,Lahore,Email,9,11,Hot,8,Tablet,Google,2,0,0.1,12,3,163,No Payment,0,"Not terrible, but I’ve seen better."
11380,28,Female,Gujranwala,Organic,16,7,Hot,5,Desktop,Direct,3,0,0.6,2,8,45,No Payment,0,The product is not bad.
6333,22,Male,Lahore,Email,40,6,Cold,10,Desktop,ReferralSite,1,0,0.7,13,7,167,No Payment,0,"It’s useful, but not for my current situation."
20828,45,Female,Gujranwala,Referral,29,11,Cold,2,Mobile,Twitter,3,2,0.2,6,8,57,Good,0,Disappointing experience.
11114,60,Female,Multan,Referral,24,10,Warm,10,Desktop,Direct,1,0,0.7,19,1,83,No Payment,0,Not a fan of the design.
16196,47,Male,Sialkot,Organic,25,8,Cold,9,Tablet,ReferralSite,2,1,0.4,16,5,177,No Payment,0,"It’s decent, but not for me."
7438,24,Female,Multan,Social Media,19,14,Warm,10,Desktop,Google,1,1,0.1,23,2,175,Good,0,"A good product, but I’m not ready to buy."
10485,56,Female,Quetta,Referral,35,11,Warm,0,Mobile,Twitter,5,0,0.2,18,6,99,No Payment,0,The product is not bad.
5803,46,Female,Islamabad,Referral,60,12,Cold,7,Desktop,Direct,5,2,0.3,14,7,83,No Payment,0,This product didn’t work well for me.
2236,48,Male,Multan,Social Media,56,13,Warm,6,Desktop,Twitter,2,2,0.7,24,4,108,No Payment,0,The quality is below average.
3219,57,Male,Multan,Social Media,12,6,Cold,2,Mobile,Google,0,0,0.2,14,1,166,No Payment,0,Not satisfied at all.
12626,42,Male,Lahore,Referral,11,6,Hot,2,Mobile,Direct,5,1,0.7,6,8,176,Good,0,Not as reliable as I hoped.
6716,59,Male,Sialkot,Organic,24,15,Hot,1,Mobile,Direct,1,0,0.5,14,9,64,Good,0,"A good product, but I’m not ready to buy."
13062,46,Female,Islamabad,Email,41,10,Cold,1,Mobile,Facebook,5,3,0.7,18,0,57,No Payment,0,"A good product, but I’m not ready to buy."
25011,54,Female,Peshawar,Email,52,9,Hot,2,Tablet,Direct,2,0,0.3,12,6,123,Good,0,"I like it, but the price is too high."
1784,23,Female,Peshawar,Organic,13,11,Warm,3,Desktop,Facebook,2,0,0.7,19,10,147,Good,0,I don't like the product.
22136,51,Male,Gujranwala,Referral,7,6,Warm,5,Mobile,Google,4,1,0.5,16,10,185,No Payment,0,I quite like the product.
343,35,Male,Faisalabad,Social Media,11,4,Warm,7,Tablet,ReferralSite,4,2,0.2,24,6,170,Good,0,It did not meet my expectations.
2463,55,Male,Lahore,Social Media,60,15,Hot,4,Desktop,Direct,0,2,0.2,21,6,177,Good,0,Not as reliable as I hoped.
1748,45,Female,Rawalpindi,Email,39,2,Cold,10,Tablet,Twitter,3,1,0.5,10,7,121,Good,0,I might look for alternatives.
11123,59,Male,Islamabad,Referral,29,2,Hot,6,Tablet,ReferralSite,2,0,0.4,1,1,61,No Payment,0,It’s functional but needs improvements.
4848,36,Male,Gujranwala,Social Media,36,9,Cold,0,Desktop,Twitter,2,2,0.2,12,3,196,Good,0,"It’s decent, but not for me."
19939,33,Female,Gujranwala,Social Media,31,11,Warm,2,Tablet,Google,4,2,0.1,7,7,124,No Payment,0,Not as reliable as I hoped.
16830,51,Female,Sialkot,Organic,36,13,Hot,4,Tablet,Direct,2,1,0.4,7,7,134,Good,0,Not satisfied at all.
12697,30,Female,Peshawar,Email,52,8,Warm,6,Tablet,Google,2,0,0.5,14,0,195,Good,0,Could have been better.
6617,43,Male,Islamabad,Social Media,54,4,Cold,1,Tablet,Google,5,3,0.5,18,5,96,No Payment,0,The product quality is okay.
13936,47,Female,Gujranwala,Organic,25,4,Warm,4,Desktop,Facebook,0,1,0.5,1,6,128,Good,0,"I like it, but the price is too high."
18446,37,Male,Quetta,Referral,22,13,Hot,0,Mobile,Twitter,5,3,0.1,19,3,55,Good,0,"A good product, but I’m not ready to buy."
5169,30,Male,Quetta,Organic,15,9,Hot,0,Tablet,ReferralSite,4,2,0.8,19,9,172,Good,0,This product didn’t work well for me.
1469,46,Female,Islamabad,Organic,37,12,Hot,1,Tablet,Direct,2,1,0.2,18,3,65,No Payment,0,The product quality is okay.
17062,45,Male,Gujranwala,Organic,13,12,Hot,9,Mobile,Direct,4,3,0.5,21,9,145,No Payment,0,I expected more for the cost.
25107,37,Female,Faisalabad,Email,41,5,Hot,7,Mobile,ReferralSite,3,0,0.4,19,8,145,No Payment,0,"A good product, but I’m not ready to buy."
15416,39,Male,Faisalabad,Referral,32,12,Warm,3,Tablet,Direct,5,3,0.3,10,1,97,No Payment,0,The quality is below average.
12509,37,Female,Peshawar,Organic,6,8,Cold,7,Desktop,Google,1,2,0.3,9,9,156,Good,0,"It’s useful, but not for my current situation."
25228,55,Female,Quetta,Referral,47,9,Hot,1,Tablet,Facebook,0,3,0.3,7,3,31,No Payment,0,The product quality is okay.
13802,50,Female,Lahore,Email,19,13,Hot,0,Tablet,Facebook,1,1,0.5,7,9,195,No Payment,0,The product quality is okay.
6234,49,Female,Lahore,Social Media,52,10,Cold,5,Mobile,Facebook,0,3,0.2,6,10,178,No Payment,0,I might look for alternatives.
1098,21,Male,Karachi,Referral,29,13,Warm,10,Mobile,Google,3,1,0.2,6,2,64,No Payment,0,A bit underwhelming overall.
16945,50,Female,Peshawar,Social Media,32,6,Warm,1,Mobile,Google,0,0,0.5,14,3,81,Good,0,Didn’t quite work as expected.
21653,23,Male,Lahore,Referral,21,7,Warm,7,Desktop,Google,2,1,0.5,1,3,145,Good,0,A bit underwhelming overall.
19270,39,Male,Quetta,Email,57,10,Hot,8,Mobile,ReferralSite,4,2,0.6,17,9,90,No Payment,0,Disappointing experience.
20417,58,Female,Lahore,Email,25,2,Warm,2,Desktop,Facebook,2,3,0.4,4,10,21,Good,0,"A good product, but I’m not ready to buy."
5361,37,Female,Lahore,Email,32,5,Warm,9,Desktop,Facebook,5,1,0.1,14,3,20,No Payment,0,Not satisfied at all.
2557,23,Male,Karachi,Organic,53,9,Warm,6,Desktop,Google,2,2,0.7,7,7,73,No Payment,0,I don't like the product.
7843,25,Male,Lahore,Email,59,3,Hot,7,Desktop,Direct,5,0,0.7,7,5,29,Good,0,Not a fan of the design.
17123,28,Female,Sialkot,Organic,59,9,Cold,6,Tablet,Google,2,2,0.3,19,4,78,Good,0,A bit underwhelming overall.
23465,30,Male,Multan,Organic,16,9,Cold,8,Tablet,Direct,1,1,0.5,10,8,200,Good,0,Feels like it’s missing something.
11936,21,Female,Gujranwala,Social Media,28,10,Hot,5,Desktop,ReferralSite,2,0,0.4,10,9,167,No Payment,0,"Not terrible, but I’ve seen better."
11918,54,Male,Rawalpindi,Social Media,17,14,Warm,0,Tablet,ReferralSite,4,0,0.1,14,10,77,Good,0,The experience was frustrating.
8784,55,Female,Karachi,Organic,11,12,Cold,4,Mobile,ReferralSite,4,1,0.5,3,7,137,Good,0,The experience was frustrating.
2919,37,Male,Lahore,Referral,9,15,Warm,7,Tablet,ReferralSite,4,3,0.4,7,0,177,Good,0,"I’m satisfied, but it’s not a fit for me."
16067,24,Female,Lahore,Email,8,12,Warm,0,Desktop,Facebook,0,1,0.5,3,1,178,No Payment,0,"It’s useful, but not for my current situation."
8988,27,Male,Islamabad,Email,18,10,Hot,6,Desktop,Facebook,0,1,0.2,15,3,118,No Payment,0,The experience was frustrating.
18532,37,Male,Sialkot,Referral,20,7,Cold,3,Mobile,ReferralSite,2,3,0.5,18,10,199,No Payment,0,The product has potential.
24594,33,Female,Peshawar,Referral,50,7,Cold,4,Mobile,ReferralSite,4,3,0.5,3,2,155,Good,0,Not satisfied at all.
13649,49,Male,Islamabad,Social Media,58,12,Warm,6,Tablet,Google,2,2,0.6,15,10,70,No Payment,0,"Not terrible, but I’ve seen better."
19101,35,Female,Faisalabad,Referral,44,2,Hot,6,Mobile,Google,5,1,0.6,3,10,77,No Payment,0,The product quality is okay.
17965,37,Female,Quetta,Social Media,55,5,Warm,4,Desktop,Google,2,3,0.2,9,10,42,Good,0,A bit underwhelming overall.
24275,35,Male,Karachi,Organic,21,15,Hot,5,Tablet,ReferralSite,2,2,0.6,12,0,48,No Payment,0,The product has potential.
25298,51,Female,Faisalabad,Social Media,27,2,Warm,7,Tablet,Direct,0,1,0.5,24,7,172,No Payment,0,I might look for alternatives.
10547,26,Female,Gujranwala,Email,33,7,Cold,10,Mobile,Direct,0,0,0.5,11,1,38,Good,0,"It’s okay, but not worth the price."
8366,23,Male,Peshawar,Organic,31,14,Cold,6,Desktop,Facebook,1,0,0.4,15,9,78,Good,0,A bit underwhelming overall.
1067,46,Female,Lahore,Email,36,13,Warm,1,Desktop,Facebook,2,2,0.2,23,5,172,No Payment,0,The quality is below average.
18382,42,Male,Faisalabad,Email,56,7,Hot,6,Mobile,ReferralSite,0,1,0.8,5,8,188,No Payment,0,"It’s useful, but not for my current situation."
10973,42,Female,Multan,Referral,5,2,Warm,5,Mobile,Direct,0,2,0.7,17,4,83,No Payment,0,"It’s okay, but not worth the price."
20941,21,Male,Peshawar,Social Media,16,3,Warm,1,Tablet,ReferralSite,1,3,0.7,10,1,142,Good,0,I quite like the product.
12234,37,Female,Lahore,Social Media,26,2,Warm,1,Desktop,Twitter,5,2,0.6,15,8,140,Good,0,"A good product, but I’m not ready to buy."
8964,47,Female,Gujranwala,Referral,23,2,Hot,6,Desktop,Google,0,3,0.2,3,2,45,Good,0,It did not meet my expectations.
11025,24,Male,Peshawar,Organic,24,13,Hot,6,Desktop,Twitter,0,0,0.6,23,8,82,No Payment,0,I might look for alternatives.
14081,35,Male,Faisalabad,Social Media,44,8,Warm,8,Desktop,Direct,5,2,0.4,23,3,39,No Payment,0,The quality is below average.
742,40,Male,Rawalpindi,Referral,15,4,Warm,0,Desktop,Direct,5,1,0.6,15,9,182,Good,0,"It’s useful, but not for my current situation."
7000,31,Male,Gujranwala,Organic,8,6,Hot,5,Tablet,ReferralSite,4,1,0.4,18,0,23,Good,0,It did not meet my expectations.
14505,48,Male,Rawalpindi,Organic,28,7,Hot,0,Mobile,Google,5,1,0.7,1,0,105,Good,0,Not a fan of the design.
10816,45,Female,Multan,Organic,22,7,Warm,1,Desktop,Twitter,5,1,0.3,11,4,103,No Payment,0,A bit underwhelming overall.
3313,46,Male,Lahore,Organic,9,11,Warm,8,Tablet,Twitter,1,1,0.7,20,7,157,No Payment,0,I expected more for the cost.
6876,41,Male,Sialkot,Social Media,18,14,Warm,9,Mobile,Direct,0,3,0.4,8,3,177,No Payment,0,The product is not bad.
24897,44,Male,Gujranwala,Organic,13,4,Cold,5,Mobile,Twitter,0,3,0.5,15,8,177,No Payment,0,Didn’t quite work as expected.
17816,20,Female,Karachi,Social Media,12,10,Warm,0,Tablet,ReferralSite,0,0,0.2,11,4,174,No Payment,0,Feels like it’s missing something.
10327,34,Male,Multan,Referral,49,7,Cold,5,Desktop,Facebook,2,0,0.4,2,9,49,Good,0,It’s functional but needs improvements.
22847,24,Female,Rawalpindi,Organic,53,5,Hot,5,Tablet,Twitter,1,1,0.8,18,2,175,Good,0,"It’s useful, but not for my current situation."
9627,38,Male,Gujranwala,Email,48,9,Hot,6,Mobile,Direct,0,0,0.2,1,9,97,Good,0,Feels like it’s missing something.
15384,38,Female,Peshawar,Referral,55,12,Hot,1,Desktop,Facebook,5,0,0.6,10,5,200,Good,0,I expected more for the cost.
10977,23,Female,Rawalpindi,Email,43,2,Cold,7,Mobile,ReferralSite,0,1,0.2,4,3,132,No Payment,0,This product didn’t work well for me.
24861,27,Male,Gujranwala,Email,8,12,Warm,8,Mobile,Google,4,3,0.4,21,2,53,No Payment,0,Disappointing experience.
201,41,Male,Karachi,Social Media,50,3,Warm,0,Desktop,Facebook,3,2,0.2,22,6,188,Good,0,The product has potential.
21546,43,Female,Quetta,Email,32,11,Warm,6,Tablet,Facebook,3,3,0.7,24,2,185,Good,0,"It’s passable, but I wouldn’t recommend it."
19289,44,Female,Peshawar,Organic,58,12,Hot,2,Tablet,ReferralSite,4,0,0.6,1,10,118,Good,0,"It’s okay, but not worth the price."
20811,20,Male,Lahore,Social Media,19,14,Warm,0,Desktop,Facebook,0,0,0.2,10,9,193,No Payment,0,Didn’t quite work as expected.
8911,27,Male,Faisalabad,Referral,56,11,Warm,3,Tablet,Google,0,1,0.3,24,3,65,Good,0,The product has potential.
26019,59,Male,Islamabad,Organic,7,12,Warm,7,Mobile,Direct,1,2,0.8,2,1,129,No Payment,0,I don't like the product.
14971,52,Female,Karachi,Social Media,5,3,Hot,10,Desktop,Twitter,1,3,0.5,3,2,112,Good,0,This product didn’t work well for me.
16857,33,Female,Peshawar,Organic,30,2,Warm,3,Mobile,Direct,5,0,0.4,8,3,57,Good,0,Could have been better.
15167,49,Male,Karachi,Referral,19,3,Hot,9,Desktop,Facebook,1,0,0.4,7,1,184,No Payment,0,I expected more for the cost.
23286,40,Male,Karachi,Organic,39,3,Cold,10,Tablet,Facebook,3,0,0.1,6,1,107,No Payment,0,"Not terrible, but I’ve seen better."
22192,36,Male,Multan,Social Media,19,6,Cold,6,Tablet,Direct,3,3,0.7,7,8,119,Good,0,"It’s decent, but not for me."
14627,23,Female,Peshawar,Social Media,59,13,Cold,0,Mobile,Facebook,1,3,0.7,11,4,149,Good,0,"It’s passable, but I wouldn’t recommend it."
6884,35,Female,Quetta,Social Media,48,4,Hot,0,Desktop,Twitter,5,2,0.6,15,1,120,No Payment,0,The experience was frustrating.
5422,36,Male,Multan,Social Media,53,8,Cold,9,Desktop,Twitter,1,0,0.6,12,2,154,No Payment,0,Not a fan of the design.
15905,31,Female,Sialkot,Social Media,28,2,Cold,3,Desktop,Twitter,4,0,0.7,23,1,90,Good,0,A bit underwhelming overall.
23778,57,Female,Karachi,Organic,42,15,Warm,3,Desktop,Facebook,1,0,0.2,12,5,133,No Payment,0,I expected more for the cost.
17325,58,Female,Quetta,Social Media,38,9,Hot,6,Mobile,Google,0,3,0.5,15,7,174,No Payment,0,I quite like the product.
18605,33,Male,Multan,Email,49,4,Warm,4,Desktop,Twitter,3,3,0.6,3,4,38,No Payment,0,Could have been better.
15959,35,Female,Gujranwala,Email,32,2,Hot,2,Mobile,Google,0,2,0.2,12,3,113,Good,0,The quality is below average.
13841,41,Female,Peshawar,Referral,50,9,Cold,6,Desktop,Direct,1,1,0.5,6,1,116,No Payment,0,Didn’t quite work as expected.
13439,33,Male,Multan,Organic,31,9,Hot,0,Mobile,ReferralSite,5,1,0.2,18,6,90,No Payment,0,Not as reliable as I hoped.
7709,54,Male,Lahore,Email,35,5,Warm,1,Mobile,Google,4,0,0.6,12,0,133,Good,0,Not as reliable as I hoped.
3133,38,Female,Quetta,Social Media,21,6,Cold,4,Tablet,ReferralSite,2,0,0.2,9,5,57,No Payment,0,It did not meet my expectations.
21893,55,Female,Quetta,Organic,51,8,Warm,4,Mobile,Direct,4,2,0.7,11,3,139,Good,0,Not a fan of the design.
24880,29,Female,Lahore,Email,55,13,Warm,3,Desktop,Direct,0,1,0.3,11,2,186,Good,0,Could have been better.
13289,33,Male,Rawalpindi,Organic,12,7,Cold,1,Mobile,ReferralSite,4,3,0.1,2,4,123,Good,0,Didn’t quite work as expected.
3227,45,Male,Peshawar,Social Media,54,7,Cold,0,Desktop,Facebook,1,3,0.5,2,6,62,No Payment,0,The product is not bad.
18162,41,Male,Rawalpindi,Organic,41,9,Hot,8,Mobile,Facebook,3,2,0.7,20,4,174,Good,0,The quality is below average.
5594,60,Male,Quetta,Referral,56,2,Hot,0,Mobile,Facebook,3,2,0.2,21,8,155,No Payment,0,This product didn’t work well for me.
12424,29,Female,Sialkot,Organic,15,8,Hot,5,Mobile,Google,0,1,0.1,23,5,71,Good,0,I don't like the product.
5409,23,Male,Sialkot,Organic,53,2,Warm,1,Tablet,Twitter,0,3,0.6,19,3,47,Good,0,"It’s passable, but I wouldn’t recommend it."
16710,58,Female,Karachi,Organic,14,4,Hot,0,Tablet,Facebook,3,0,0.5,1,0,38,No Payment,0,Disappointing experience.
15607,44,Female,Faisalabad,Referral,53,8,Warm,7,Desktop,Facebook,2,2,0.4,7,10,147,No Payment,0,"I like it, but the price is too high."
17072,32,Female,Gujranwala,Email,43,10,Warm,5,Desktop,Facebook,0,1,0.1,1,2,74,No Payment,0,Could have been better.
17634,30,Male,Gujranwala,Organic,17,11,Cold,4,Mobile,Twitter,4,1,0.7,8,5,170,Good,0,Not a fan of the design.
7609,50,Female,Gujranwala,Organic,46,14,Warm,3,Mobile,ReferralSite,5,1,0.6,9,7,171,No Payment,0,I expected more for the cost.
15923,27,Male,Multan,Email,40,4,Hot,0,Desktop,Direct,4,3,0.2,12,1,94,No Payment,0,The product is not bad.
23871,58,Male,Rawalpindi,Social Media,57,10,Warm,1,Tablet,Facebook,2,2,0.7,5,10,198,Good,0,"A good product, but I’m not ready to buy."
14656,20,Male,Peshawar,Social Media,5,11,Hot,5,Desktop,Google,5,2,0.5,15,7,193,Good,0,"It’s okay, but not worth the price."
15047,43,Female,Karachi,Social Media,37,14,Warm,5,Desktop,ReferralSite,5,0,0.1,6,3,107,No Payment,0,Not as reliable as I hoped.
907,48,Female,Rawalpindi,Organic,26,11,Warm,1,Mobile,Google,5,0,0.2,24,4,161,Good,0,The experience was frustrating.
1454,56,Female,Sialkot,Social Media,39,6,Cold,0,Mobile,ReferralSite,5,3,0.8,3,4,154,No Payment,0,Could have been better.
23913,35,Female,Sialkot,Organic,54,7,Hot,2,Desktop,Twitter,3,2,0.1,10,9,81,No Payment,0,"It’s okay, but not worth the price."
17080,31,Male,Quetta,Email,12,15,Hot,9,Tablet,ReferralSite,3,1,0.8,13,7,127,Good,0,I expected more for the cost.
6794,50,Female,Sialkot,Email,21,3,Hot,9,Desktop,Direct,1,2,0.3,12,8,39,Good,0,"I’m satisfied, but it’s not a fit for me."
16316,25,Male,Sialkot,Referral,35,15,Warm,3,Mobile,Facebook,2,2,0.8,5,1,156,Good,0,Not a fan of the design.
17927,40,Female,Quetta,Social Media,58,5,Warm,8,Desktop,Google,3,3,0.3,18,5,129,No Payment,0,Not as reliable as I hoped.
14902,45,Female,Quetta,Referral,23,15,Warm,2,Tablet,Google,4,1,0.1,20,5,46,Good,0,"Not terrible, but I’ve seen better."
13913,32,Female,Karachi,Social Media,45,15,Cold,5,Desktop,Twitter,3,3,0.6,14,1,33,No Payment,0,It’s functional but needs improvements.
3439,56,Male,Faisalabad,Social Media,40,7,Warm,2,Tablet,Twitter,0,3,0.6,11,4,180,Good,0,The experience was frustrating.
24360,20,Female,Multan,Email,19,14,Cold,5,Mobile,ReferralSite,2,2,0.6,16,4,116,Good,0,Disappointing experience.
2307,35,Female,Rawalpindi,Social Media,42,15,Hot,9,Mobile,Twitter,2,0,0.6,13,0,82,No Payment,0,I might look for alternatives.
25544,55,Male,Islamabad,Referral,56,10,Hot,8,Desktop,Twitter,2,1,0.2,12,1,113,No Payment,0,The quality is below average.
23397,28,Male,Peshawar,Organic,48,10,Hot,8,Desktop,Facebook,5,3,0.5,20,9,179,No Payment,0,The product quality is okay.
3762,30,Female,Islamabad,Social Media,12,5,Warm,9,Desktop,Direct,2,0,0.6,13,10,92,No Payment,0,"It’s just okay, not great."
24306,45,Male,Lahore,Organic,19,6,Warm,6,Tablet,Direct,2,1,0.2,19,0,185,No Payment,0,"It’s just okay, not great."
18960,31,Male,Quetta,Organic,59,12,Cold,7,Tablet,Direct,0,3,0.3,18,5,191,Good,0,Not a fan of the design.
21341,50,Female,Peshawar,Email,57,6,Hot,9,Desktop,Google,1,0,0.6,21,6,23,No Payment,0,It’s functional but needs improvements.
9354,41,Male,Islamabad,Referral,42,2,Warm,1,Tablet,Direct,0,3,0.8,15,4,140,Good,0,It’s functional but needs improvements.
14842,49,Male,Sialkot,Email,53,12,Warm,1,Mobile,ReferralSite,4,1,0.2,1,10,102,No Payment,0,Not a fan of the design.
9443,52,Female,Sialkot,Organic,40,13,Cold,2,Desktop,Facebook,4,2,0.8,3,4,106,No Payment,0,A bit underwhelming overall.
8311,36,Female,Lahore,Social Media,25,11,Hot,5,Tablet,Direct,1,0,0.3,17,4,188,No Payment,0,Could have been better.
11179,29,Female,Rawalpindi,Organic,34,2,Warm,8,Desktop,Facebook,1,1,0.2,2,0,171,No Payment,0,"Not terrible, but I’ve seen better."
25437,28,Male,Gujranwala,Social Media,45,11,Cold,6,Tablet,Twitter,3,3,0.7,4,4,21,Good,0,Not satisfied at all.
22762,56,Male,Gujranwala,Social Media,57,5,Hot,7,Tablet,Facebook,2,1,0.3,10,5,116,Good,0,Disappointing experience.
6920,42,Female,Rawalpindi,Referral,18,2,Cold,8,Mobile,Google,0,0,0.5,20,4,56,No Payment,0,It did not meet my expectations.
15204,29,Male,Islamabad,Referral,34,6,Cold,1,Mobile,Twitter,2,1,0.1,5,10,184,No Payment,0,Could have been better.
10595,39,Female,Peshawar,Email,26,9,Hot,2,Mobile,Twitter,5,3,0.7,12,5,128,Good,0,This product didn’t work well for me.
17563,51,Male,Gujranwala,Social Media,36,15,Warm,10,Desktop,Google,4,2,0.5,5,1,31,No Payment,0,"It’s nice, but not what I need."
18747,35,Female,Faisalabad,Organic,43,3,Hot,9,Desktop,Direct,1,2,0.2,5,7,77,No Payment,0,I expected more for the cost.
20424,20,Female,Quetta,Referral,11,11,Hot,0,Tablet,Twitter,0,2,0.8,13,1,173,No Payment,0,"Not terrible, but I’ve seen better."
5228,55,Male,Multan,Referral,38,9,Hot,4,Mobile,Twitter,4,3,0.5,18,1,155,Good,0,The product quality is okay.
2932,48,Female,Islamabad,Referral,38,10,Cold,8,Tablet,Google,1,1,0.6,12,5,136,No Payment,0,The quality is below average.
26099,58,Male,Multan,Organic,23,14,Warm,4,Tablet,Twitter,5,3,0.5,23,6,40,Good,0,"A good product, but I’m not ready to buy."
5054,59,Female,Gujranwala,Social Media,23,5,Hot,9,Tablet,Direct,0,3,0.6,14,2,57,Good,0,"It’s decent, but not for me."
5749,21,Female,Rawalpindi,Email,5,10,Warm,10,Mobile,Direct,2,0,0.8,1,7,30,No Payment,0,I expected more for the cost.
24292,44,Male,Peshawar,Social Media,42,11,Hot,4,Desktop,Google,0,1,0.7,23,3,46,Good,0,I expected more for the cost.
24220,56,Female,Sialkot,Organic,59,7,Warm,8,Mobile,Direct,4,0,0.8,19,3,52,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6952,36,Male,Rawalpindi,Organic,17,13,Hot,4,Desktop,Twitter,2,2,0.3,19,8,67,Good,0,Not satisfied at all.
24989,25,Female,Multan,Referral,15,10,Hot,1,Tablet,Facebook,2,2,0.2,3,9,79,No Payment,0,"It’s decent, but not for me."
11994,53,Female,Peshawar,Referral,36,6,Warm,6,Tablet,Facebook,4,1,0.2,2,1,105,Good,0,I don't like the product.
14632,57,Male,Rawalpindi,Organic,40,9,Warm,7,Desktop,ReferralSite,1,1,0.7,5,4,170,Good,0,Not satisfied at all.
11962,57,Male,Gujranwala,Email,38,9,Warm,9,Tablet,Facebook,3,3,0.3,1,9,25,No Payment,0,This product didn’t work well for me.
19610,29,Female,Multan,Organic,8,7,Cold,1,Tablet,Google,1,0,0.1,16,10,114,No Payment,0,Didn’t quite work as expected.
19653,36,Female,Quetta,Social Media,21,15,Hot,10,Mobile,Direct,3,0,0.4,14,6,28,No Payment,0,I quite like the product.
7685,43,Male,Quetta,Email,35,13,Cold,3,Mobile,Direct,3,0,0.5,21,5,90,No Payment,0,I don't like the product.
14504,38,Female,Multan,Email,30,9,Hot,6,Mobile,Facebook,4,3,0.2,17,1,68,Good,0,The product has potential.
17857,26,Female,Islamabad,Social Media,60,2,Warm,8,Mobile,ReferralSite,5,3,0.3,24,7,52,No Payment,0,I expected more for the cost.
14597,52,Female,Sialkot,Email,11,6,Cold,3,Mobile,ReferralSite,4,0,0.5,11,2,129,Good,0,This product didn’t work well for me.
4454,37,Male,Gujranwala,Email,60,7,Warm,8,Mobile,Twitter,0,3,0.8,9,2,59,No Payment,0,"A good product, but I’m not ready to buy."
1687,41,Female,Lahore,Social Media,24,5,Hot,4,Mobile,Facebook,3,2,0.4,23,6,159,Good,0,"Not terrible, but I’ve seen better."
